* このシートは、インプットデータの保険種類コードを算出方法書単位の保険種類コードに変換するテーブルです。			
* 			
* 「用語の定義」			
* OriginalProdCode=インプットデータの保険種類記号			
* Note=商品正式名称			
* ProdCode=変換後保険種類記号			
* IsVA = 変額年金指定（Y/N)			
OriginalProdCode	Note	ProdCode	IsVA
ﾏA	５年ごと利差配当付生存保障重視型個人年金保険	ANN03	N
ﾏｳ	５年ごと利差配当付生存保障重視型個人年金保険	ANN03	N
ﾏB	５年ごと利差配当付生存保障重視型個人年金保険	ANN03	N
ﾏｴ	５年ごと利差配当付生存保障重視型個人年金保険	ANN03	N
ﾏC	５年ごと利差配当付生存保障重視型個人年金保険	ANN03	N
ﾏｵ	５年ごと利差配当付生存保障重視型個人年金保険	ANN03	N
ﾏD	５年ごと利差配当付生存保障重視型個人年金保険	ANN03	N
ﾏｶ	５年ごと利差配当付生存保障重視型個人年金保険	ANN03	N
ﾏE	５年ごと利差配当付生存保障重視型個人年金保険	ANN03	N
ﾏｷ	５年ごと利差配当付生存保障重視型個人年金保険	ANN03	N
ｼｿ	５年ごと利差配当付個人年金保険	ANN04	N
ｾ9	５年ごと利差配当付個人年金保険	ANN04	N
ｼﾀ	５年ごと利差配当付個人年金保険	ANN04	N
ｾA	５年ごと利差配当付個人年金保険	ANN04	N
ｼﾁ	５年ごと利差配当付個人年金保険	ANN04	N
ｾB	５年ごと利差配当付個人年金保険	ANN04	N
ｼﾂ	５年ごと利差配当付個人年金保険	ANN04	N
ｾC	５年ごと利差配当付個人年金保険	ANN04	N
ｼﾃ	５年ごと利差配当付個人年金保険	ANN04	N
ｾD	５年ごと利差配当付個人年金保険	ANN04	N
ｼﾄ	５年ごと利差配当付個人年金保険	ANN04	N
ｾE	５年ごと利差配当付個人年金保険	ANN04	N
ｼﾅ	５年ごと利差配当付個人年金保険	ANN04	N
ｾF	５年ごと利差配当付個人年金保険	ANN04	N
ｼﾉ	５年ごと利差配当付個人年金保険	ANN04	N
ｾG	５年ごと利差配当付個人年金保険	ANN04	N
ｼﾊ	５年ごと利差配当付個人年金保険	ANN04	N
ｾH	５年ごと利差配当付個人年金保険	ANN04	N
ｼﾋ	５年ごと利差配当付個人年金保険	ANN04	N
ｾJ	５年ごと利差配当付個人年金保険	ANN04	N
ｼﾌ	５年ごと利差配当付個人年金保険	ANN04	N
ｾK	５年ごと利差配当付個人年金保険	ANN04	N
ｼﾍ	５年ごと利差配当付個人年金保険	ANN04	N
ｾL	５年ごと利差配当付個人年金保険	ANN04	N
ｼﾎ	５年ごと利差配当付個人年金保険	ANN04	N
ｾM	５年ごと利差配当付個人年金保険	ANN04	N
ｼﾏ	５年ごと利差配当付個人年金保険	ANN04	N
ｾN	５年ごと利差配当付個人年金保険	ANN04	N
ｼﾐ	５年ごと利差配当付個人年金保険	ANN04	N
ｾP	５年ごと利差配当付個人年金保険	ANN04	N
ｼﾑ	５年ごと利差配当付個人年金保険	ANN04	N
ｾQ	５年ごと利差配当付個人年金保険	ANN04	N
ｼﾒ	５年ごと利差配当付個人年金保険	ANN04	N
ｾR	５年ごと利差配当付個人年金保険	ANN04	N
ｼﾓ	５年ごと利差配当付個人年金保険	ANN04	N
ｾS	５年ごと利差配当付個人年金保険	ANN04	N
ｼﾔ	５年ごと利差配当付個人年金保険	ANN04	N
ｾT	５年ごと利差配当付個人年金保険	ANN04	N
ｼﾕ	５年ごと利差配当付個人年金保険	ANN04	N
ｾU	５年ごと利差配当付個人年金保険	ANN04	N
ｼﾖ	５年ごと利差配当付個人年金保険	ANN04	N
ｾV	５年ごと利差配当付個人年金保険	ANN04	N
ｼﾗ	５年ごと利差配当付個人年金保険	ANN04	N
ｾW	５年ごと利差配当付個人年金保険	ANN04	N
ｼﾘ	５年ごと利差配当付個人年金保険	ANN04	N
ｾX	５年ごと利差配当付個人年金保険	ANN04	N
ｼﾙ	５年ごと利差配当付個人年金保険	ANN04	N
ｾY	５年ごと利差配当付個人年金保険	ANN04	N
ｼﾚ	５年ごと利差配当付個人年金保険	ANN04	N
ｾZ	５年ごと利差配当付個人年金保険	ANN04	N
ｼﾛ	５年ごと利差配当付個人年金保険	ANN04	N
ｾｱ	５年ごと利差配当付個人年金保険	ANN04	N
ｼﾜ	５年ごと利差配当付個人年金保険	ANN04	N
ｾｲ	５年ごと利差配当付個人年金保険	ANN04	N
ｾ0	５年ごと利差配当付個人年金保険	ANN04	N
ｾｳ	５年ごと利差配当付個人年金保険	ANN04	N
ｾ1	５年ごと利差配当付個人年金保険	ANN04	N
ｾｴ	５年ごと利差配当付個人年金保険	ANN04	N
ｾ2	５年ごと利差配当付個人年金保険	ANN04	N
ｾｵ	５年ごと利差配当付個人年金保険	ANN04	N
ｾ3	５年ごと利差配当付個人年金保険	ANN04	N
ｾｶ	５年ごと利差配当付個人年金保険	ANN04	N
ｾ4	５年ごと利差配当付個人年金保険	ANN04	N
ｾｷ	５年ごと利差配当付個人年金保険	ANN04	N
ｾ5	５年ごと利差配当付個人年金保険	ANN04	N
ｾｸ	５年ごと利差配当付個人年金保険	ANN04	N
ｾ6	５年ごと利差配当付個人年金保険	ANN04	N
ｾｹ	５年ごと利差配当付個人年金保険	ANN04	N
ｾ7	５年ごと利差配当付個人年金保険	ANN04	N
ｾｺ	５年ごと利差配当付個人年金保険	ANN04	N
ｾ8	５年ごと利差配当付個人年金保険	ANN04	N
ｾｻ	５年ごと利差配当付個人年金保険	ANN04	N
ｾｼ	５年ごと利差配当付個人年金保険	ANN04	N
ｺ3	５年ごと利差配当付個人年金保険	ANN04	N
ｾｽ	５年ごと利差配当付個人年金保険	ANN04	N
ｺ4	５年ごと利差配当付個人年金保険	ANN04	N
ｾｾ	５年ごと利差配当付個人年金保険	ANN04	N
ｺ5	５年ごと利差配当付個人年金保険	ANN04	N
ｾｿ	５年ごと利差配当付個人年金保険	ANN04	N
ｺ6	５年ごと利差配当付個人年金保険	ANN04	N
ｾﾀ	５年ごと利差配当付個人年金保険	ANN04	N
ｺ7	５年ごと利差配当付個人年金保険	ANN04	N
ｾﾁ	５年ごと利差配当付個人年金保険	ANN04	N
ｺ8	５年ごと利差配当付個人年金保険	ANN04	N
ｾﾂ	５年ごと利差配当付個人年金保険	ANN04	N
ｺ9	５年ごと利差配当付個人年金保険	ANN04	N
ｾﾃ	５年ごと利差配当付個人年金保険	ANN04	N
ｺA	５年ごと利差配当付個人年金保険	ANN04	N
ｾﾄ	５年ごと利差配当付個人年金保険	ANN04	N
ｺB	５年ごと利差配当付個人年金保険	ANN04	N
ｾﾅ	５年ごと利差配当付個人年金保険	ANN04	N
ｺC	５年ごと利差配当付個人年金保険	ANN04	N
ｾﾆ	５年ごと利差配当付個人年金保険	ANN04	N
ｺD	５年ごと利差配当付個人年金保険	ANN04	N
ｾﾇ	５年ごと利差配当付個人年金保険	ANN04	N
ｺE	５年ごと利差配当付個人年金保険	ANN04	N
ｾﾈ	５年ごと利差配当付個人年金保険	ANN04	N
ｺF	５年ごと利差配当付個人年金保険	ANN04	N
ｾﾉ	５年ごと利差配当付個人年金保険	ANN04	N
ｺG	５年ごと利差配当付個人年金保険	ANN04	N
ｾﾊ	５年ごと利差配当付個人年金保険	ANN04	N
ｺH	５年ごと利差配当付個人年金保険	ANN04	N
ｾﾋ	５年ごと利差配当付個人年金保険	ANN04	N
ｺJ	５年ごと利差配当付個人年金保険	ANN04	N
ｾﾌ	５年ごと利差配当付個人年金保険	ANN04	N
ｺK	５年ごと利差配当付個人年金保険	ANN04	N
ｾﾍ	５年ごと利差配当付個人年金保険	ANN04	N
ｺL	５年ごと利差配当付個人年金保険	ANN04	N
ｾﾎ	５年ごと利差配当付個人年金保険	ANN04	N
ｺM	５年ごと利差配当付個人年金保険	ANN04	N
ｾﾏ	５年ごと利差配当付個人年金保険	ANN04	N
ｺN	５年ごと利差配当付個人年金保険	ANN04	N
ｾﾐ	５年ごと利差配当付個人年金保険	ANN04	N
ｺP	５年ごと利差配当付個人年金保険	ANN04	N
ｾﾑ	５年ごと利差配当付個人年金保険	ANN04	N
ｺQ	５年ごと利差配当付個人年金保険	ANN04	N
ｾﾒ	５年ごと利差配当付個人年金保険	ANN04	N
ｺR	５年ごと利差配当付個人年金保険	ANN04	N
ｾﾓ	５年ごと利差配当付個人年金保険	ANN04	N
ｺS	５年ごと利差配当付個人年金保険	ANN04	N
ｾﾔ	５年ごと利差配当付個人年金保険	ANN04	N
ｺT	５年ごと利差配当付個人年金保険	ANN04	N
ｾﾕ	５年ごと利差配当付個人年金保険	ANN04	N
ｺU	５年ごと利差配当付個人年金保険	ANN04	N
ｾﾖ	５年ごと利差配当付個人年金保険	ANN04	N
ｺV	５年ごと利差配当付個人年金保険	ANN04	N
ｾﾗ	５年ごと利差配当付個人年金保険	ANN04	N
ｺW	５年ごと利差配当付個人年金保険	ANN04	N
ｾﾘ	５年ごと利差配当付個人年金保険	ANN04	N
ｺX	５年ごと利差配当付個人年金保険	ANN04	N
ｾﾙ	５年ごと利差配当付個人年金保険	ANN04	N
ｺY	５年ごと利差配当付個人年金保険	ANN04	N
ｾﾚ	５年ごと利差配当付個人年金保険	ANN04	N
ｺZ	５年ごと利差配当付個人年金保険	ANN04	N
ｾﾛ	５年ごと利差配当付個人年金保険	ANN04	N
ｺｱ	５年ごと利差配当付個人年金保険	ANN04	N
ｾﾜ	５年ごと利差配当付個人年金保険	ANN04	N
ｺｲ	５年ごと利差配当付個人年金保険	ANN04	N
ｺ0	５年ごと利差配当付個人年金保険	ANN04	N
ｺｳ	５年ごと利差配当付個人年金保険	ANN04	N
ｺ1	５年ごと利差配当付個人年金保険	ANN04	N
ｺｴ	５年ごと利差配当付個人年金保険	ANN04	N
ｺ2	５年ごと利差配当付個人年金保険	ANN04	N
ｺｵ	５年ごと利差配当付個人年金保険	ANN04	N
ｷD	個人年金保険	ANN05	N
ｷ8	個人年金保険	ANN05	N
ｷE	個人年金保険	ANN05	N
ｷF	個人年金保険	ANN05	N
ｷG	個人年金保険	ANN05	N
ｷH	個人年金保険	ANN05	N
ｷJ	個人年金保険	ANN05	N
ｷK	個人年金保険	ANN05	N
ｷA	個人年金保険	ANN05	N
ｷ5	個人年金保険	ANN05	N
ｷB	個人年金保険	ANN05	N
ｷ6	個人年金保険	ANN05	N
ﾅ0	予定利率変動型無配当個人年金保険（一時払）	ANN06	N
ﾅ1	予定利率変動型無配当個人年金保険（一時払）	ANN06	N
ﾅ2	予定利率変動型無配当個人年金保険（一時払）	ANN06	N
ﾅ3	予定利率変動型無配当個人年金保険（一時払）	ANN06	N
ﾅ4	予定利率変動型無配当個人年金保険（一時払）	ANN06	N
ﾅ5	予定利率変動型無配当個人年金保険（一時払）	ANN06	N
ﾅ6	予定利率変動型無配当個人年金保険（一時払）	ANN06	N
ﾅ7	予定利率変動型無配当個人年金保険（一時払）	ANN06	N
ﾅ8	予定利率変動型無配当個人年金保険（一時払）	ANN06	N
ﾅ9	予定利率変動型無配当個人年金保険（一時払）	ANN06	N
ｷ2	保証期間付終身年金保険「しあわせの年金」	ANN07	N
ｷ3	保証期間付終身年金保険「しあわせの年金」	ANN07	N
ｷ	家族年金保険	ANN08	N
ﾅA	最低利率保証付３年ごと利率変動型積立終身保険	LIVEONE01	N
ﾅC	最低利率保証付３年ごと利率変動型積立終身保険	LIVEONE01	N
ﾅE	最低利率保証付３年ごと利率変動型積立終身保険	LIVEONE01	N
ﾅB	最低利率保証付３年ごと利率変動型積立終身保険	LIVEONE01	N
ﾅD	最低利率保証付３年ごと利率変動型積立終身保険	LIVEONE01	N
ﾅF	最低利率保証付３年ごと利率変動型積立終身保険	LIVEONE01	N
ﾅG	最低利率保証付３年ごと利率変動型積立終身保険	LIVEONE01	N
ﾅH	最低利率保証付３年ごと利率変動型積立保険	LIVEONE02	N
ﾘｶ	変額個人年金保険（一時払い）	VA01	Y
ﾘｷ	変額個人年金保険（一時払い）	VA01	Y
ﾘｸ	変額個人年金保険（一時払い）	VA01	Y
ﾘｹ	変額個人年金保険（一時払い）	VA01	Y
ﾘｼ	変額個人年金保険（一時払い）	VA01	Y
ﾘｺ	変額個人年金保険（一時払い）	VA01	Y
ﾘﾕ	変額個人年金保険（一時払い）	VA01	Y
ﾘﾖ	変額個人年金保険（一時払い）	VA01	Y
ﾘﾗ	変額個人年金保険（一時払い）	VA01	Y
ﾘﾘ	変額個人年金保険（一時払い）	VA01	Y
ﾘﾚ	変額個人年金保険（一時払い）	VA01	Y
ﾘﾙ	変額個人年金保険（一時払い）	VA01	Y
ﾙｱ	変額個人年金保険（一時払い）	VA01	Y
ﾙｲ	変額個人年金保険（一時払い）	VA01	Y
ﾌ1	変額保険（終身型）	VL01	N
ﾌA	変額保険（終身型）	VL01	N
ﾌ2	変額保険（終身型）	VL01	N
ﾌB	変額保険（終身型）	VL01	N
ﾌ3	変額保険（終身型）	VL01	N
ﾌC	変額保険（終身型）	VL01	N
ﾌ4	変額保険（終身型）	VL01	N
ﾌ5	変額保険（終身型）	VL01	N
ﾌD	変額保険（終身型）	VL01	N
ﾌE	変額保険（終身型）	VL01	N
ﾌ6	変額保険（終身型）	VL01	N
ﾌF	変額保険（終身型）	VL01	N
ﾌ7	変額保険（終身型）	VL01	N
ﾌG	変額保険（終身型）	VL01	N
ﾌ0	変額保険（終身型）	VL01	N
ﾌ8	変額保険（終身型）	VL01	N
ﾌ9	変額保険（終身型）	VL01	N
ﾌH	変額保険（終身型）	VL01	N
ﾘﾏ	最低保証付変額保険	VL02	Y
ﾘﾃ	最低保証付変額保険	VL02	Y
ﾘﾉ	最低保証付変額保険	VL02	Y
ﾘｽ	最低保証付変額保険	VL02	Y
ﾘﾐ	最低保証付変額保険	VL02	Y
ﾘﾄ	最低保証付変額保険	VL02	Y
ﾘﾊ	最低保証付変額保険	VL02	Y
ﾘｾ	最低保証付変額保険	VL02	Y
ﾘﾑ	最低保証付変額保険	VL02	Y
ﾘﾅ	最低保証付変額保険	VL02	Y
ﾘﾋ	最低保証付変額保険	VL02	Y
ﾘｿ	最低保証付変額保険	VL02	Y
ﾘﾒ	最低保証付変額保険	VL02	Y
ﾘﾆ	最低保証付変額保険	VL02	Y
ﾘﾌ	最低保証付変額保険	VL02	Y
ﾘﾀ	最低保証付変額保険	VL02	Y
ﾘﾓ	最低保証付変額保険	VL02	Y
ﾘﾇ	最低保証付変額保険	VL02	Y
ﾘﾍ	最低保証付変額保険	VL02	Y
ﾘﾁ	最低保証付変額保険	VL02	Y
ﾘﾔ	最低保証付変額保険	VL02	Y
ﾘﾈ	最低保証付変額保険	VL02	Y
ﾘﾎ	最低保証付変額保険	VL02	Y
ﾘﾂ	最低保証付変額保険	VL02	Y
ﾙ5	最低保証付変額保険	VL02	Y
ﾙ6	最低保証付変額保険	VL02	Y
ﾙ7	最低保証付変額保険	VL02	Y
ﾙ8	最低保証付変額保険	VL02	Y
ﾙ9	最低保証付変額保険	VL02	Y
ﾙA	最低保証付変額保険	VL02	Y
ﾙB	最低保証付変額保険	VL02	Y
ﾘｱ	最低保証付変額保険	VL02	Y
ﾘｲ	最低保証付変額保険	VL02	Y
ﾘｳ	最低保証付変額保険	VL02	Y
ﾘｴ	最低保証付変額保険	VL02	Y
ﾘｻ	最低保証付変額保険	VL02	Y
ﾘｵ	最低保証付変額保険	VL02	Y
ﾘJ	最低保証付変額保険	VL02	Y
ﾘK	最低保証付変額保険	VL02	Y
ﾘL	最低保証付変額保険	VL02	Y
ﾘM	最低保証付変額保険	VL02	Y
ﾘN	最低保証付変額保険	VL02	Y
ﾘP	最低保証付変額保険	VL02	Y
ﾘQ	最低保証付変額保険	VL02	Y
ﾘR	最低保証付変額保険	VL02	Y
ﾘS	最低保証付変額保険	VL02	Y
ﾘT	最低保証付変額保険	VL02	Y
ﾘU	最低保証付変額保険	VL02	Y
ﾘV	最低保証付変額保険	VL02	Y
ﾘW	最低保証付変額保険	VL02	Y
ﾘX	最低保証付変額保険	VL02	Y
ﾘY	最低保証付変額保険	VL02	Y
ﾘZ	最低保証付変額保険	VL02	Y
ﾘﾛ	最低保証付変額保険	VL02	Y
ﾘﾜ	最低保証付変額保険	VL02	Y
ﾙ0	最低保証付変額保険	VL02	Y
ﾙ3	最低保証付変額保険	VL02	Y
ﾙ4	最低保証付変額保険	VL02	Y
ﾙC	最低保証付変額保険	VL02	Y
ﾙD	最低保証付変額保険	VL02	Y
ﾙE	最低保証付変額保険	VL02	Y
ﾙF	最低保証付変額保険	VL02	Y
ﾙG	最低保証付変額保険	VL02	Y
ﾙH	最低保証付変額保険	VL02	Y
ﾙJ	最低保証付変額保険	VL02	Y
ﾙK	最低保証付変額保険	VL02	Y
ﾙL	最低保証付変額保険	VL02	Y
ﾙM	最低保証付変額保険	VL02	Y
ﾙN	最低保証付変額保険	VL02	Y
ﾙP	最低保証付変額保険	VL02	Y
ﾙQ	最低保証付変額保険	VL02	Y
ﾙR	最低保証付変額保険	VL02	Y
ﾙS	最低保証付変額保険	VL02	Y
ﾙT	最低保証付変額保険	VL02	Y
ﾙU	最低保証付変額保険	VL02	Y
ﾗF	最低保証付変額保険	VL02	Y
ﾗG	最低保証付変額保険	VL02	Y
ﾗH	最低保証付変額保険	VL02	Y
ﾗJ	最低保証付変額保険	VL02	Y
ﾗK	最低保証付変額保険	VL02	Y
ﾗL	最低保証付変額保険	VL02	Y
ﾗM	最低保証付変額保険	VL02	Y
ﾗN	最低保証付変額保険	VL02	Y
ﾗP	最低保証付変額保険	VL02	Y
ﾗQ	最低保証付変額保険	VL02	Y
ﾗR	最低保証付変額保険	VL02	Y
ﾗS	最低保証付変額保険	VL02	Y
ﾗT	最低保証付変額保険	VL02	Y
ﾗU	最低保証付変額保険	VL02	Y
ﾛF	最低保証付変額保険	VL02	Y
ﾛG	最低保証付変額保険	VL02	Y
ﾛH	最低保証付変額保険	VL02	Y
ﾛJ	最低保証付変額保険	VL02	Y
ﾛK	最低保証付変額保険	VL02	Y
ﾛL	最低保証付変額保険	VL02	Y
ﾛM	最低保証付変額保険	VL02	Y
ﾘ1	変額保険（有期型）	VL03	N
ﾘA	変額保険（有期型）	VL03	N
ﾘ2	変額保険（有期型）	VL03	N
ﾘB	変額保険（有期型）	VL03	N
ﾘ3	変額保険（有期型）	VL03	N
ﾘC	変額保険（有期型）	VL03	N
ﾘ4	変額保険（有期型）	VL03	N
ﾘ5	変額保険（有期型）	VL03	N
ﾘD	変額保険（有期型）	VL03	N
ﾘE	変額保険（有期型）	VL03	N
ﾘ6	変額保険（有期型）	VL03	N
ﾘF	変額保険（有期型）	VL03	N
ﾘ7	変額保険（有期型）	VL03	N
ﾘG	変額保険（有期型）	VL03	N
ﾘ0	変額保険（有期型）	VL03	N
ﾘ8	変額保険（有期型）	VL03	N
ﾘ9	変額保険（有期型）	VL03	N
ﾘH	変額保険（有期型）	VL03	N
ﾕ1	保障付積立保険	SAVING01	N
ﾕ2	保障付積立保険	SAVING01	N
ﾕ3	保障付積立保険	SAVING01	N
ﾕ4	保障付積立保険	SAVING01	N
ﾕ5	保障付積立保険	SAVING01	N
ﾕ6	保障付積立保険	SAVING01	N
ﾕ7	保障付積立保険	SAVING01	N
ﾕ8	保障付積立保険	SAVING01	N
ﾉ0	就業不能保障保険	DISABILITY01	N
ﾉA	就業不能保障保険	DISABILITY01	N
ﾉ1	就業不能保障保険	DISABILITY01	N
ﾉB	就業不能保障保険	DISABILITY01	N
ﾉ2	就業不能保障保険	DISABILITY01	N
ﾉC	就業不能保障保険	DISABILITY01	N
ﾉ3	就業不能保障保険	DISABILITY01	N
ﾉD	就業不能保障保険	DISABILITY01	N
ﾉ4	就業不能保障保険	DISABILITY01	N
ﾉE	就業不能保障保険	DISABILITY01	N
ﾉ5	就業不能保障保険	DISABILITY01	N
ﾉF	就業不能保障保険	DISABILITY01	N
ﾉ6	就業不能保障保険	DISABILITY01	N
ﾉG	就業不能保障保険	DISABILITY01	N
ﾉ7	就業不能保障保険	DISABILITY01	N
ﾉH	就業不能保障保険	DISABILITY01	N
ﾉ8	就業不能保障保険	DISABILITY01	N
ﾉL	就業不能保障保険	DISABILITY01	N
ﾉ9	就業不能保障保険	DISABILITY01	N
ﾉM	就業不能保障保険	DISABILITY01	N
ﾉJ	就業不能保障保険	DISABILITY01	N
ﾉN	就業不能保障保険	DISABILITY01	N
ﾉK	就業不能保障保険	DISABILITY01	N
ﾉP	就業不能保障保険	DISABILITY01	N
1A	重度認知症前払特約	DEMENTIA01	N
1D	重度認知症前払特約	DEMENTIA01	N
1B	重度認知症前払特約	DEMENTIA01	N
1G	重度認知症前払特約	DEMENTIA01	N
13	重度認知症前払特約	DEMENTIA01	N
17	重度認知症前払特約	DEMENTIA01	N
14	重度認知症前払特約	DEMENTIA01	N
ﾇﾈ	無配当新医療定期保険	MED01	N
ﾇﾉ	無配当新医療定期保険	MED01	N
ﾇﾊ	無配当新医療定期保険	MED01	N
ﾇﾋ	無配当新医療定期保険	MED01	N
ﾇﾌ	無配当新医療定期保険	MED01	N
ﾇﾍ	無配当新医療定期保険	MED01	N
ﾉU	無配当新医療終身保険	MED02	N
ﾉV	無配当新医療終身保険	MED02	N
ﾉW	無配当新医療終身保険	MED02	N
ﾉX	無配当新医療終身保険	MED02	N
ﾉY	無配当新医療終身保険	MED02	N
ﾉZ	無配当新医療終身保険	MED02	N
ﾇﾂ	無配当新医療終身保険	MED02	N
ﾇﾃ	無配当新医療終身保険	MED02	N
ﾇﾄ	無配当新医療終身保険	MED02	N
ﾇﾅ	無配当新医療終身保険	MED02	N
ﾇﾆ	無配当新医療終身保険	MED02	N
ﾇﾇ	無配当新医療終身保険	MED02	N
ﾉｱ	無配当医療保険	MED03	N
ﾉｹ	無配当医療保険	MED03	N
ﾉｲ	無配当医療保険	MED03	N
ﾉｺ	無配当医療保険	MED03	N
ﾉｳ	無配当医療保険	MED03	N
ﾉｻ	無配当医療保険	MED03	N
ﾉｴ	無配当医療保険	MED03	N
ﾉｼ	無配当医療保険	MED03	N
ﾉｵ	無配当医療保険	MED03	N
ﾉｽ	無配当医療保険	MED03	N
ﾉｶ	無配当医療保険	MED03	N
ﾉｾ	無配当医療保険	MED03	N
ﾉｷ	無配当医療保険	MED03	N
ﾉｿ	無配当医療保険	MED03	N
ﾉｸ	無配当医療保険	MED03	N
ﾉﾀ	無配当医療保険	MED03	N
ﾇ0	医療保障保険（個人型）	MED04	N
ﾇ1	医療保障保険（個人型）	MED04	N
ﾇ2	医療保障保険（個人型）	MED04	N
ﾇ3	医療保障保険（個人型）	MED04	N
ﾇ4	医療保障保険（個人型）	MED04	N
ﾇ5	医療保障保険（個人型）	MED04	N
ﾇ6	医療保障保険（個人型）	MED04	N
ﾇ7	医療保障保険（個人型）	MED04	N
ﾇ8	医療保障保険（個人型）	MED04	N
ﾇ9	医療保障保険（個人型）	MED04	N
ﾇA	医療保障保険（個人型）	MED04	N
ﾇB	医療保障保険（個人型）	MED04	N
ﾇC	医療保障保険（個人型）	MED04	N
ﾇD	医療保障保険（個人型）	MED04	N
ﾇM	医療保障保険（個人型）	MED04	N
ﾇN	医療保障保険（個人型）	MED04	N
ﾇP	医療保障保険（個人型）	MED04	N
ﾇQ	医療保障保険（個人型）	MED04	N
ﾇR	医療保障保険（個人型）	MED04	N
ﾇS	医療保障保険（個人型）	MED04	N
ﾇT	医療保障保険（個人型）	MED04	N
ﾇU	医療保障保険（個人型）	MED04	N
ﾇV	医療保障保険（個人型）	MED04	N
ﾇW	医療保障保険（個人型）	MED04	N
ﾇX	医療保障保険（個人型）	MED04	N
ﾇY	医療保障保険（個人型）	MED04	N
ﾇZ	医療保障保険（個人型）	MED04	N
ﾇｱ	医療保障保険（個人型）	MED04	N
ﾇｲ	医療保障保険（個人型）	MED04	N
ﾇｳ	医療保障保険（個人型）	MED04	N
ﾇｴ	医療保障保険（個人型）	MED04	N
ﾇｵ	医療保障保険（個人型）	MED04	N
ﾇｶ	医療保障保険（個人型）	MED04	N
ﾇｷ	医療保障保険（個人型）	MED04	N
ﾇｸ	医療保障保険（個人型）	MED04	N
ﾇｹ	医療保障保険（個人型）	MED04	N
ﾇｺ	医療保障保険（個人型）	MED04	N
ﾇｻ	医療保障保険（個人型）	MED04	N
ﾇｼ	医療保障保険（個人型）	MED04	N
ﾇｽ	医療保障保険（個人型）	MED04	N
ﾇｾ	医療保障保険（個人型）	MED04	N
ﾇｿ	医療保障保険（個人型）	MED04	N
ﾇﾀ	医療保障保険（個人型）	MED04	N
ﾇﾁ	医療保障保険（個人型）	MED04	N
ﾇﾐ	限定告知型無配当新医療終身保険	MED05	N
ﾇﾑ	限定告知型無配当新医療終身保険	MED05	N
ﾇﾒ	限定告知型無配当新医療終身保険	MED05	N
ﾇﾓ	限定告知型無配当新医療終身保険	MED05	N
ﾇﾎ	無配当新医療終身保険(08)	MED06	N
ﾇﾏ	無配当新医療終身保険(08)	MED06	N
D1	終身保険特約	R_WL01	N
H1	終身保険特約	R_WL01	N
D2	終身保険特約	R_WL01	N
H2	終身保険特約	R_WL01	N
D4	終身保険特約	R_WL01	N
H4	終身保険特約	R_WL01	N
D6	終身保険特約	R_WL01	N
H6	終身保険特約	R_WL01	N
D8	終身保険特約	R_WL01	N
DA	終身保険特約	R_WL01	N
DE	終身保険特約	R_WL01	N
H8	終身保険特約	R_WL01	N
HA	終身保険特約	R_WL01	N
HE	終身保険特約	R_WL01	N
DH	終身保険特約	R_WL01	N
DM	終身保険特約	R_WL01	N
DK	終身保険特約	R_WL01	N
HL	終身保険特約	R_WL01	N
HQ	終身保険特約	R_WL01	N
D0	終身保険特約	R_WL01	N
DS	終身保険特約	R_WL01	N
DU	終身保険特約	R_WL01	N
DV	終身保険特約	R_WL01	N
DW	終身保険特約	R_WL01	N
Dﾘ	終身保険特約	R_WL01	N
H0	終身保険特約	R_WL01	N
HT	終身保険特約	R_WL01	N
HW	終身保険特約	R_WL01	N
DC	特定疾病保障終身保険特約	R_WL02	N
DD	特定疾病保障終身保険特約	R_WL02	N
DG	特定疾病保障終身保険特約	R_WL02	N
HC	特定疾病保障終身保険特約	R_WL02	N
HD	特定疾病保障終身保険特約	R_WL02	N
HG	特定疾病保障終身保険特約	R_WL02	N
HH	特定疾病保障終身保険特約	R_WL02	N
HJ	特定疾病保障終身保険特約	R_WL02	N
HK	特定疾病保障終身保険特約	R_WL02	N
DP	特定疾病保障終身保険特約	R_WL02	N
DR	特定疾病保障終身保険特約	R_WL02	N
DL	特定疾病保障終身保険特約	R_WL02	N
HS	特定疾病保障終身保険特約	R_WL02	N
HN	特定疾病保障終身保険特約	R_WL02	N
HU	特定疾病保障終身保険特約	R_WL02	N
DX	特定疾病保障終身保険特約	R_WL02	N
DY	特定疾病保障終身保険特約	R_WL02	N
DZ	特定疾病保障終身保険特約	R_WL02	N
Dｺ	特定疾病保障終身保険特約	R_WL02	N
Dｻ	特定疾病保障終身保険特約	R_WL02	N
Dﾙ	特定疾病保障終身保険特約	R_WL02	N
HX	特定疾病保障終身保険特約	R_WL02	N
HY	特定疾病保障終身保険特約	R_WL02	N
HZ	特定疾病保障終身保険特約	R_WL02	N
D3	連生終身保険特約	R_WL03	N
H3	連生終身保険特約	R_WL03	N
D5	連生終身保険特約	R_WL03	N
H5	連生終身保険特約	R_WL03	N
D7	連生終身保険特約	R_WL03	N
H7	連生終身保険特約	R_WL03	N
D9	連生終身保険特約	R_WL03	N
DB	連生終身保険特約	R_WL03	N
DF	連生終身保険特約	R_WL03	N
H9	連生終身保険特約	R_WL03	N
HB	連生終身保険特約	R_WL03	N
HF	連生終身保険特約	R_WL03	N
DJ	連生終身保険特約	R_WL03	N
DN	連生終身保険特約	R_WL03	N
HM	連生終身保険特約	R_WL03	N
HR	連生終身保険特約	R_WL03	N
